Orthogroup,accession,protein_id,product,record_id,locus_tag,seq_type,oriC_strand,SCOG_location,label
OG0002255,GCF_009857135.1,WP_159766332.1,rRNA methyltransferase,NZ_CP047318.1,GSY65_RS06080,chromosome,positive,19.470319185307,OG0002255: RNA methyltransferase[58] | rRNA methyltransferase[2]
OG0002257,GCF_009857135.1,WP_159766297.1,protein translocase subunit SecF,NZ_CP047318.1,GSY65_RS05850,chromosome,positive,18.886858986662848,OG0002257: protein translocase subunit SecF[60]
OG0002259,GCF_009857135.1,WP_159766241.1,"6,7-dimethyl-8-ribityllumazine synthase",NZ_CP047318.1,GSY65_RS05535,chromosome,positive,17.945268900784328,"OG0002259: 6,7-dimethyl-8-ribityllumazine synthase[60]"
OG0002260,GCF_009857135.1,WP_007491392.1,phosphoribosyl-ATP diphosphatase,NZ_CP047318.1,GSY65_RS05530,chromosome,positive,17.941314155437723,OG0002260: phosphoribosyl-ATP diphosphatase[60]
OG0002261,GCF_009857135.1,WP_159766230.1,hypothetical protein,NZ_CP047318.1,GSY65_RS05475,chromosome,positive,17.782287017640225,OG0002261: hypothetical protein[60]
OG0002263,GCF_009857135.1,WP_159766125.1,uracil-DNA glycosylase,NZ_CP047318.1,GSY65_RS04855,chromosome,positive,15.95389359493566,OG0002263: acil-DNA glycosylase[60]
OG0002268,GCF_009857135.1,WP_201452469.1,DNA repair protein RecN,NZ_CP047318.1,GSY65_RS07345,chromosome,positive,23.11160909699638,OG0002268: DNA repair protein RecN[60]
OG0002270,GCF_009857135.1,WP_159766400.1,DEAD/DEAH box helicase,NZ_CP047318.1,GSY65_RS06475,chromosome,positive,20.57715836990292,OG0002270: DEAD/DEAH box helicase[60]
OG0002272,GCF_009857135.1,WP_033532524.1,Lrp/AsnC family transcriptional regulator,NZ_CP047318.1,GSY65_RS05470,chromosome,positive,17.7731537458137,OG0002272: Lrp/AsnC family transcriptional regulator[58] | AsnC family transcriptional regulator[2]
OG0002274,GCF_009857135.1,WP_159766753.1,dephospho-CoA kinase,NZ_CP047318.1,GSY65_RS08580,chromosome,positive,26.49119019284987,"OG0002274: dephospho-CoA kinase[55] | dephospho-CoA kinase, long form[5]"
OG0002277,GCF_009857135.1,WP_159769974.1,DUF2029 domain-containing protein,NZ_CP047318.1,GSY65_RS18425,chromosome,positive,55.760891716496026,OG0002277: DUF2029 domain-containing protein[59] | glycosyltransferase 87 family protein[1]
OG0002278,GCF_009857135.1,WP_159771669.1,DNA-directed RNA polymerase subunit beta,NZ_CP047318.1,GSY65_RS22360,chromosome,positive,67.30472897370107,OG0002278: DNA-directed RNA polymerase subunit beta[60]
OG0002279,GCF_009857135.1,WP_159771272.1,glutaredoxin family protein,NZ_CP047318.1,GSY65_RS21430,chromosome,positive,64.78915023987399,OG0002279: glutaredoxin family protein[60]
OG0002280,GCF_009857135.1,WP_159773100.1,peptide chain release factor N(5)-glutamine methyltransferase,NZ_CP047318.1,GSY65_RS25710,chromosome,positive,77.10100677253361,OG0002280: peptide chain release factor N(5)-glutamine methyltransferase[60]
OG0002281,GCF_009857135.1,WP_201452667.1,PAS domain-containing sensor histidine kinase,NZ_CP047318.1,GSY65_RS25070,chromosome,positive,75.30550085754852,OG0002281: PAS domain-containing sensor histidine kinase[50] | histidine kinase N-terminal domain-containing protein[9] | PAS domain-containing protein[1]
OG0002282,GCF_009857135.1,WP_009327638.1,hypothetical protein,NZ_CP047318.1,GSY65_RS26790,chromosome,positive,80.3005116950966,OG0002282: hypothetical protein[60]
OG0002284,GCF_009857135.1,WP_201452743.1,CDP-alcohol phosphatidyltransferase family protein,NZ_CP047318.1,GSY65_RS32435,chromosome,positive,97.58946033313126,OG0002284: DP-alcohol phosphatidyltransferase family protein[59] | transferase[1]
OG0002285,GCF_009857135.1,WP_159772974.1,endopeptidase La,NZ_CP047318.1,GSY65_RS25395,chromosome,positive,76.19140246090792,OG0002285: dopeptidase La[60]
OG0002286,GCF_009857135.1,WP_201452455.1,GuaB1 family IMP dehydrogenase-related protein,NZ_CP047318.1,GSY65_RS05615,chromosome,positive,18.174566839447387,OG0002286: GuaB1 family IMP dehydrogenase-related protein[60]
OG0002287,GCF_009857135.1,WP_159775780.1,hypothetical protein,NZ_CP047318.1,GSY65_RS10390,chromosome,positive,32.12179430532128,OG0002287: hypothetical protein[59] | C4-type zinc ribbon domain-containing protein[1]
OG0002290,GCF_009857135.1,WP_055514354.1,preprotein translocase subunit SecG,NZ_CP047318.1,GSY65_RS08250,chromosome,positive,25.589585545264057,OG0002290: preprotein translocase subunit SecG[60]
OG0002291,GCF_009857135.1,WP_159773793.1,FCD domain-containing protein,NZ_CP047318.1,GSY65_RS27875,chromosome,positive,83.97377449913215,OG0002291: FadR family transcriptional regulator[43] | FCD domain-containing protein[15] | sporulation transcriptional regulator WhiH[2]
OG0002292,GCF_009857135.1,WP_159776204.1,NUDIX domain-containing protein,NZ_CP047318.1,GSY65_RS20570,chromosome,positive,62.02657382762411,OG0002292: A pyrophosphatase[50] | NUDIX domain-containing protein[10]
OG0002076,GCF_011290345.1,WP_003978893.1,30S ribosomal protein S18,NZ_CP049782.1,G7Z12_RS18030,chromosome,positive,48.705017351719725,OG0002076: 30S ribosomal protein S18[60]
OG0002077,GCF_011290345.1,WP_003953493.1,CarD family transcriptional regulator,NZ_CP049782.1,G7Z12_RS14980,chromosome,positive,40.80082410003418,OG0002077: arD family transcriptional regulator[60]
OG0002078,GCF_011290345.1,WP_003956441.1,50S ribosomal protein L36,NZ_CP049782.1,G7Z12_RS20790,chromosome,positive,55.32371011109537,OG0002078: 50S ribosomal protein L36[60]
OG0002079,GCF_011290345.1,WP_006604878.1,50S ribosomal protein L22,NZ_CP049782.1,G7Z12_RS20695,chromosome,positive,55.20813815848226,OG0002079: 50S ribosomal protein L22[60]
OG0002080,GCF_011290345.1,WP_018090896.1,50S ribosomal protein L29,NZ_CP049782.1,G7Z12_RS20710,chromosome,positive,55.22632888121367,OG0002080: 50S ribosomal protein L29[60]
OG0002081,GCF_011290345.1,WP_003980229.1,RNA-binding protein,NZ_CP049782.1,G7Z12_RS10105,chromosome,positive,28.196780617494834,OG0002081: RNA-binding protein[60]
OG0002082,GCF_011290345.1,WP_006604889.1,50S ribosomal protein L30,NZ_CP049782.1,G7Z12_RS20760,chromosome,positive,55.27517876452115,OG0002082: 50S ribosomal protein L30[60]
OG0002083,GCF_011290345.1,WP_006606439.1,bifunctional nuclease family protein,NZ_CP049782.1,G7Z12_RS32310,chromosome,positive,85.35972182642136,OG0002083: bifunctional nuclease family protein[60]
OG0002086,GCF_011290345.1,WP_003951102.1,50S ribosomal protein L32,NZ_CP049782.1,G7Z12_RS10225,chromosome,positive,28.521051011951386,OG0002086: 50S ribosomal protein L32[60]
OG0002089,GCF_011290345.1,WP_208688212.1,SDR family NAD(P)-dependent oxidoreductase,NZ_CP049782.1,G7Z12_RS31185,chromosome,positive,82.52129787791966,OG0002089: SDR family NAD(P)-dependent oxidoreductase[38] | SDR family oxidoreductase[22]
OG0002090,GCF_011290345.1,WP_208686081.1,hypothetical protein,NZ_CP049782.1,G7Z12_RS31180,chromosome,positive,82.50472259147834,OG0002090: hypothetical protein[59] | DUF6421 family protein[1]
OG0002097,GCF_011290345.1,WP_167540507.1,DUF3071 domain-containing protein,NZ_CP049782.1,G7Z12_RS09125,chromosome,positive,25.372724950925434,OG0002097: DUF3071 domain-containing protein[59] | septation protein SepH[1]
OG0002099,GCF_011290345.1,WP_051104293.1,insulinase family protein,NZ_CP049782.1,G7Z12_RS09175,chromosome,positive,25.508421599293303,OG0002099: insulinase family protein[59] | pitrilysin family protein[1]
OG0002100,GCF_011290345.1,WP_018092899.1,transcriptional repressor NrdR,NZ_CP049782.1,G7Z12_RS09350,chromosome,positive,26.035895676944595,OG0002100: anscriptional repressor NrdR[54] | transcriptional regulator NrdR[6]
OG0002102,GCF_011290345.1,WP_018093351.1,4-hydroxy-tetrahydrodipicolinate reductase,NZ_CP049782.1,G7Z12_RS09650,chromosome,positive,26.91840169643563,OG0002102: 4-hydroxy-tetrahydrodipicolinate reductase[60]
OG0002103,GCF_011290345.1,WP_208680751.1,tRNA pseudouridine(55) synthase TruB,NZ_CP049782.1,G7Z12_RS09780,chromosome,positive,27.35147513792356,OG0002103: RNA pseudouridine(55) synthase TruB[60]
OG0002104,GCF_011290345.1,WP_208680753.1,ribosome maturation factor RimP,NZ_CP049782.1,G7Z12_RS09810,chromosome,positive,27.426854580586664,OG0002104: ibosome maturation factor RimP[60]
OG0002105,GCF_011290345.1,WP_208680794.1,ribosome maturation factor RimM,NZ_CP049782.1,G7Z12_RS10100,chromosome,positive,28.18864655448485,OG0002105: ibosome maturation factor RimM[60]
OG0002107,GCF_011290345.1,WP_026169196.1,acylphosphatase,NZ_CP049782.1,G7Z12_RS10195,chromosome,positive,28.47307710466036,OG0002107: acylphosphatase[60]
OG0002108,GCF_011290345.1,WP_208680807.1,bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase,NZ_CP049782.1,G7Z12_RS10215,chromosome,positive,28.4996749218874,OG0002108: bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase[60]
OG0002109,GCF_011290345.1,WP_208687820.1,DUF177 domain-containing protein,NZ_CP049782.1,G7Z12_RS10230,chromosome,positive,28.52305324284615,OG0002109: DUF177 domain-containing protein[60]
OG0002110,GCF_011290345.1,WP_026169199.1,pantetheine-phosphate adenylyltransferase,NZ_CP049782.1,G7Z12_RS10240,chromosome,positive,28.5469776267762,OG0002110: pantetheine-phosphate adenylyltransferase[60]
OG0002111,GCF_011290345.1,WP_208680849.1,proline dehydrogenase family protein,NZ_CP049782.1,G7Z12_RS10520,chromosome,positive,29.228555225452904,OG0002111: proline dehydrogenase family protein[59] | proline dehydrogenase[1]
OG0002115,GCF_011290345.1,WP_208680962.1,"cob(I)yrinic acid a,c-diamide adenosyltransferase",NZ_CP049782.1,G7Z12_RS11260,chromosome,positive,31.354742414701835,"OG0002115: cob(I)yrinic acid a,c-diamide adenosyltransferase[60]"
OG0002116,GCF_011290345.1,WP_208680965.1,F0F1 ATP synthase subunit epsilon,NZ_CP049782.1,G7Z12_RS11285,chromosome,positive,31.40180621704069,OG0002116: F0F1 ATP synthase subunit epsilon[60]
OG0002118,GCF_011290345.1,WP_208680968.1,F0F1 ATP synthase subunit delta,NZ_CP049782.1,G7Z12_RS11305,chromosome,positive,31.455126990925685,OG0002118: F0F1 ATP synthase subunit delta[60]
OG0002119,GCF_011290345.1,WP_208680974.1,peptide chain release factor 1,NZ_CP049782.1,G7Z12_RS11355,chromosome,positive,31.555909738066106,OG0002119: peptide chain release factor 1[60]
OG0002120,GCF_011290345.1,WP_208680975.1,50S ribosomal protein L31,NZ_CP049782.1,G7Z12_RS11360,chromosome,positive,31.5701642568794,OG0002120: 50S ribosomal protein L31[60]
OG0002121,GCF_011290345.1,WP_018087402.1,threonine synthase,NZ_CP049782.1,G7Z12_RS11380,chromosome,positive,31.6339398614024,OG0002121: hreonine synthase[60]
OG0002122,GCF_011290345.1,WP_208681060.1,peptide deformylase,NZ_CP049782.1,G7Z12_RS11940,chromosome,positive,33.03464826434453,OG0002122: peptide deformylase[60]
OG0002125,GCF_011290345.1,WP_208681087.1,mycoredoxin,NZ_CP049782.1,G7Z12_RS12155,chromosome,positive,33.529369940029774,OG0002125: mycoredoxin[53] | NrdH-redoxin[7]
OG0002128,GCF_011290345.1,WP_042148253.1,O-methyltransferase,NZ_CP049782.1,G7Z12_RS12355,chromosome,positive,34.09317995789627,OG0002128: O-methyltransferase[37] | class I SAM-dependent methyltransferase[23]
OG0002129,GCF_011290345.1,WP_208681121.1,succinyl-diaminopimelate desuccinylase,NZ_CP049782.1,G7Z12_RS12390,chromosome,positive,34.1527463270155,OG0002129: succinyl-diaminopimelate desuccinylase[60]
OG0002130,GCF_011290345.1,WP_078518586.1,WhiB family transcriptional regulator,NZ_CP049782.1,G7Z12_RS12645,chromosome,positive,34.85027351497891,OG0002130: WhiB family transcriptional regulator[60]
OG0002132,GCF_011290345.1,WP_208681288.1,cytidine deaminase,NZ_CP049782.1,G7Z12_RS13500,chromosome,positive,36.799615935710186,OG0002132: cytidine deaminase[60]
OG0002134,GCF_011290345.1,WP_018089153.1,succinate dehydrogenase hydrophobic membrane anchor subunit,NZ_CP049782.1,G7Z12_RS13660,chromosome,positive,37.20315647150035,OG0002134: succinate dehydrogenase hydrophobic membrane anchor subunit[60]
OG0002135,GCF_011290345.1,WP_167540521.1,tryptophan--tRNA ligase,NZ_CP049782.1,G7Z12_RS13725,chromosome,positive,37.36192428040561,OG0002135: yptophan--tRNA ligase[60]
OG0002136,GCF_011290345.1,WP_127152660.1,malate dehydrogenase,NZ_CP049782.1,G7Z12_RS13920,chromosome,positive,37.912298873915766,OG0002136: malate dehydrogenase[60]
OG0002139,GCF_011290345.1,WP_208687899.1,hypothetical protein,NZ_CP049782.1,G7Z12_RS14335,chromosome,positive,39.13165748882704,OG0002139: hypothetical protein[60]
OG0002144,GCF_011290345.1,WP_026169644.1,D-tyrosyl-tRNA(Tyr) deacylase,NZ_CP049782.1,G7Z12_RS15230,chromosome,positive,41.44068476296601,OG0002144: D-tyrosyl-tRNA(Tyr) deacylase[59] | D-aminoacyl-tRNA deacylase[1]
OG0002145,GCF_011290345.1,WP_208681617.1,folate-binding protein YgfZ,NZ_CP049782.1,G7Z12_RS15225,chromosome,positive,41.42913780638541,OG0002145: folate-binding protein YgfZ[56] | folate-binding protein[3] | glycine cleavage T C-terminal barrel domain-containing protein[1]
OG0002146,GCF_011290345.1,WP_018089708.1,FABP family protein,NZ_CP049782.1,G7Z12_RS15200,chromosome,positive,41.38062921243499,OG0002146: FABP family protein[60]
OG0002147,GCF_011290345.1,WP_018093401.1,phosphate ABC transporter ATP-binding protein,NZ_CP049782.1,G7Z12_RS15355,chromosome,positive,41.69115702211384,OG0002147: phosphate ABC transporter ATP-binding protein[58] | phosphate ABC transporter ATP-binding protein PstB[2]
OG0002150,GCF_011290345.1,WP_208682895.1,hypothetical protein,NZ_CP049782.1,G7Z12_RS19660,chromosome,positive,52.70911509926685,OG0002150: hypothetical protein[60]
OG0002152,GCF_011290345.1,WP_018089855.1,uracil phosphoribosyltransferase,NZ_CP049782.1,G7Z12_RS17195,chromosome,positive,46.632879020317525,OG0002152: acil phosphoribosyltransferase[60]
OG0002153,GCF_011290345.1,WP_208687973.1,hypothetical protein,NZ_CP049782.1,G7Z12_RS17205,chromosome,positive,46.64699702338799,OG0002153: hypothetical protein[59] | tRNA adenosine deaminase-associated protein[1]
OG0002154,GCF_011290345.1,WP_208682253.1,SEC-C domain-containing protein,NZ_CP049782.1,G7Z12_RS17625,chromosome,positive,47.663777652259135,OG0002154: SEC-C domain-containing protein[58] | DUF5926 family protein[1] | topoisomerase II[1]
OG0002155,GCF_011290345.1,WP_208687988.1,ABC transporter permease,NZ_CP049782.1,G7Z12_RS17755,chromosome,positive,48.01299629871692,OG0002155: ABC transporter permease[38] | ABC transporter permease subunit[22]
OG0002156,GCF_011290345.1,WP_208682385.1,hypothetical protein,NZ_CP049782.1,G7Z12_RS18045,chromosome,positive,48.72252549573701,OG0002156: hypothetical protein[60]
OG0002161,GCF_011290345.1,WP_208682553.1,M18 family aminopeptidase,NZ_CP049782.1,G7Z12_RS18595,chromosome,positive,50.12942261235388,OG0002161: M18 family aminopeptidase[60]
OG0002162,GCF_011290345.1,WP_208682558.1,SseB family protein,NZ_CP049782.1,G7Z12_RS18605,chromosome,positive,50.170286324706105,OG0002162: SseB family protein[60]
OG0002163,GCF_011290345.1,WP_018092398.1,molecular chaperone DnaJ,NZ_CP049782.1,G7Z12_RS19345,chromosome,positive,51.9612818600725,OG0002163: molecular chaperone DnaJ[60]
OG0002164,GCF_011290345.1,WP_018092399.1,helix-turn-helix domain-containing protein,NZ_CP049782.1,G7Z12_RS19350,chromosome,positive,51.97467177918124,OG0002164: helix-turn-helix domain-containing protein[39] | MerR family transcriptional regulator[16] | helix-turn-helix transcriptional regulator[5]
OG0002166,GCF_011290345.1,WP_208682068.1,DUF5063 domain-containing protein,NZ_CP049782.1,G7Z12_RS16780,chromosome,positive,45.64447091333014,OG0002166: DUF5063 domain-containing protein[60]
OG0002167,GCF_011290345.1,WP_003975360.1,DUF4177 domain-containing protein,NZ_CP049782.1,G7Z12_RS16565,chromosome,positive,45.06107088636828,OG0002167: DUF4177 domain-containing protein[57] | hypothetical protein[3]
OG0002168,GCF_011290345.1,WP_208681988.1,MarP family serine protease,NZ_CP049782.1,G7Z12_RS16525,chromosome,positive,44.975111473636254,OG0002168: MarP family serine protease[60]
OG0002169,GCF_011290345.1,WP_018089969.1,phage holin family protein,NZ_CP049782.1,G7Z12_RS16515,chromosome,positive,44.95334858896759,OG0002169: phage holin family protein[60]
OG0002170,GCF_011290345.1,WP_208681964.1,ATP-binding protein,NZ_CP049782.1,G7Z12_RS16435,chromosome,positive,44.73231822502231,OG0002170: ATP-binding protein[60]
OG0002171,GCF_011290345.1,WP_030077134.1,hypoxanthine phosphoribosyltransferase,NZ_CP049782.1,G7Z12_RS15835,chromosome,positive,43.030365082913406,OG0002171: hypoxanthine phosphoribosyltransferase[60]
OG0002172,GCF_011290345.1,WP_208681747.1,DUF3180 domain-containing protein,NZ_CP049782.1,G7Z12_RS15790,chromosome,positive,42.91358724123867,OG0002172: DUF3180 domain-containing protein[51] | DUF3180 family protein[9]
OG0002173,GCF_011290345.1,WP_208687943.1,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,NZ_CP049782.1,G7Z12_RS15795,chromosome,positive,42.92051541518703,OG0002173: 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase[60]
OG0002174,GCF_011290345.1,WP_208681749.1,dihydroneopterin aldolase,NZ_CP049782.1,G7Z12_RS15800,chromosome,positive,42.92784176005197,OG0002174: dihydroneopterin aldolase[60]
OG0002176,GCF_011290345.1,WP_208681698.1,Ppx/GppA family phosphatase,NZ_CP049782.1,G7Z12_RS15555,chromosome,positive,42.27166746585258,OG0002176: Ppx/GppA family phosphatase[59] | Ppx/GppA phosphatase family protein[1]
OG0002180,GCF_011290345.1,WP_208683067.1,NADH-quinone oxidoreductase subunit NuoI,NZ_CP049782.1,G7Z12_RS20345,chromosome,positive,54.37085297880195,OG0002180: NADH-quinone oxidoreductase subunit NuoI[60]
OG0002181,GCF_011290345.1,WP_208683075.1,NADH-quinone oxidoreductase subunit M,NZ_CP049782.1,G7Z12_RS20365,chromosome,positive,54.41285432234439,OG0002181: NADH-quinone oxidoreductase subunit M[60]
OG0002184,GCF_011290345.1,WP_018090929.1,YajQ family cyclic di-GMP-binding protein,NZ_CP049782.1,G7Z12_RS20525,chromosome,positive,54.85415283733751,OG0002184: YajQ family cyclic di-GMP-binding protein[60]
OG0002185,GCF_011290345.1,WP_009715899.1,50S ribosomal protein L11,NZ_CP049782.1,G7Z12_RS20610,chromosome,positive,54.98198845418105,OG0002185: 50S ribosomal protein L11[60]
OG0002186,GCF_011290345.1,WP_026169847.1,50S ribosomal protein L10,NZ_CP049782.1,G7Z12_RS20620,chromosome,positive,55.0009641424337,OG0002186: 50S ribosomal protein L10[60]
OG0002188,GCF_011290345.1,WP_018090903.1,50S ribosomal protein L3,NZ_CP049782.1,G7Z12_RS20670,chromosome,positive,55.175818056368485,OG0002188: 50S ribosomal protein L3[60]
OG0002189,GCF_011290345.1,WP_018090902.1,50S ribosomal protein L4,NZ_CP049782.1,G7Z12_RS20675,chromosome,positive,55.18324678804054,OG0002189: 50S ribosomal protein L4[60]
OG0002190,GCF_011290345.1,WP_033269707.1,50S ribosomal protein L23,NZ_CP049782.1,G7Z12_RS20680,chromosome,positive,55.19064139077688,OG0002190: 50S ribosomal protein L23[60]
OG0002191,GCF_011290345.1,WP_018090899.1,30S ribosomal protein S19,NZ_CP049782.1,G7Z12_RS20690,chromosome,positive,55.20442948080219,OG0002191: 30S ribosomal protein S19[60]
OG0002192,GCF_011290345.1,WP_208683145.1,30S ribosomal protein S3,NZ_CP049782.1,G7Z12_RS20700,chromosome,positive,55.21208573871228,OG0002192: 30S ribosomal protein S3[60]
OG0002193,GCF_011290345.1,WP_006604880.1,50S ribosomal protein L16,NZ_CP049782.1,G7Z12_RS20705,chromosome,positive,55.22156220652671,OG0002193: 50S ribosomal protein L16[60]
OG0002194,GCF_011290345.1,WP_006604882.1,30S ribosomal protein S17,NZ_CP049782.1,G7Z12_RS20715,chromosome,positive,55.22887717507973,OG0002194: 30S ribosomal protein S17[60]
OG0002195,GCF_011290345.1,WP_006604883.1,50S ribosomal protein L24,NZ_CP049782.1,G7Z12_RS20725,chromosome,positive,55.23753454843721,OG0002195: 50S ribosomal protein L24[60]
OG0002196,GCF_011290345.1,WP_018090895.1,50S ribosomal protein L5,NZ_CP049782.1,G7Z12_RS20730,chromosome,positive,55.24120909718157,OG0002196: 50S ribosomal protein L5[60]
OG0002197,GCF_011290345.1,WP_006604885.1,30S ribosomal protein S8,NZ_CP049782.1,G7Z12_RS20740,chromosome,positive,55.25247164596463,OG0002197: 30S ribosomal protein S8[60]
OG0002198,GCF_011290345.1,WP_018090894.1,50S ribosomal protein L6,NZ_CP049782.1,G7Z12_RS20745,chromosome,positive,55.257261073275394,OG0002198: 50S ribosomal protein L6[60]
OG0002199,GCF_011290345.1,WP_018090893.1,50S ribosomal protein L18,NZ_CP049782.1,G7Z12_RS20750,chromosome,positive,55.263438410638216,OG0002199: 50S ribosomal protein L18[60]
OG0002200,GCF_011290345.1,WP_018090892.1,50S ribosomal protein L15,NZ_CP049782.1,G7Z12_RS20765,chromosome,positive,55.27727200591113,OG0002200: 50S ribosomal protein L15[60]
OG0002201,GCF_011290345.1,WP_018090888.1,30S ribosomal protein S13,NZ_CP049782.1,G7Z12_RS20795,chromosome,positive,55.327259520408816,OG0002201: 30S ribosomal protein S13[60]
OG0002202,GCF_011290345.1,WP_018090886.1,50S ribosomal protein L17,NZ_CP049782.1,G7Z12_RS20815,chromosome,positive,55.35878328068945,OG0002202: 50S ribosomal protein L17[60]
OG0002203,GCF_011290345.1,WP_208688038.1,chaperonin GroEL,NZ_CP049782.1,G7Z12_RS20945,chromosome,positive,55.653327372145895,OG0002203: chaperonin GroEL[60]
OG0002205,GCF_011290345.1,WP_042155968.1,IMP dehydrogenase,NZ_CP049782.1,G7Z12_RS20985,chromosome,positive,55.74702267697133,OG0002205: IMP dehydrogenase[60]
OG0002206,GCF_011290345.1,WP_208688077.1,5-(carboxyamino)imidazole ribonucleotide mutase,NZ_CP049782.1,G7Z12_RS22655,chromosome,positive,60.06938412629072,OG0002206: 5-(carboxyamino)imidazole ribonucleotide mutase[60]
OG0002210,GCF_011290345.1,WP_018091243.1,permease-like cell division protein FtsX,NZ_CP049782.1,G7Z12_RS23055,chromosome,positive,61.39482684968877,OG0002210: ABC transporter permease[36] | permease-like cell division protein FtsX[22] | FtsX-like permease family protein[2]
OG0002211,GCF_011290345.1,WP_208683792.1,SsrA-binding protein SmpB,NZ_CP049782.1,G7Z12_RS23065,chromosome,positive,61.42003675686376,OG0002211: SsrA-binding protein SmpB[60]
OG0002213,GCF_011290345.1,WP_208683873.1,nicotinate phosphoribosyltransferase,NZ_CP049782.1,G7Z12_RS23340,chromosome,positive,62.16747182514153,OG0002213: icotinate phosphoribosyltransferase[60]
OG0002214,GCF_011290345.1,WP_127151088.1,M67 family metallopeptidase,NZ_CP049782.1,G7Z12_RS23360,chromosome,positive,62.21654923468706,OG0002214: M67 family metallopeptidase[53] | Mov34/MPN/PAD-1 family protein[7]
OG0002215,GCF_011290345.1,WP_208683881.1,MBL fold metallo-hydrolase,NZ_CP049782.1,G7Z12_RS23380,chromosome,positive,62.24364760963778,OG0002215: MBL fold metallo-hydrolase[60]
OG0002216,GCF_011290345.1,WP_208683899.1,ribonuclease PH,NZ_CP049782.1,G7Z12_RS23420,chromosome,positive,62.353997835087846,OG0002216: ibonuclease PH[60]
OG0002217,GCF_011290345.1,WP_042155576.1,co-chaperone GroES,NZ_CP049782.1,G7Z12_RS23480,chromosome,positive,62.45610023440891,OG0002217: co-chaperone GroES[60]
OG0002221,GCF_011290345.1,WP_208684277.1,nicotinate-nucleotide adenylyltransferase,NZ_CP049782.1,G7Z12_RS24740,chromosome,positive,66.08968287961757,OG0002221: icotinate-nucleotide adenylyltransferase[60]
OG0002222,GCF_011290345.1,WP_208684323.1,PhoH family protein,NZ_CP049782.1,G7Z12_RS24960,chromosome,positive,66.67352658274362,OG0002222: PhoH family protein[60]
OG0002223,GCF_011290345.1,WP_018088195.1,rRNA maturation RNase YbeY,NZ_CP049782.1,G7Z12_RS24965,chromosome,positive,66.68604052583589,OG0002223: RNA maturation RNase YbeY[60]
OG0002225,GCF_011290345.1,WP_208684366.1,tRNA dihydrouridine synthase DusB,NZ_CP049782.1,G7Z12_RS25155,chromosome,positive,67.12526855206283,OG0002225: RNA dihydrouridine synthase DusB[60]
OG0002226,GCF_011290345.1,WP_018088101.1,hypothetical protein,NZ_CP049782.1,G7Z12_RS25440,chromosome,positive,67.8340810414331,OG0002226: hypothetical protein[34] | YtxH domain-containing protein[26]
OG0002227,GCF_011290345.1,WP_018088059.1,DUF3145 domain-containing protein,NZ_CP049782.1,G7Z12_RS25665,chromosome,positive,68.37193031553907,OG0002227: DUF3145 domain-containing protein[56] | DUF3145 family protein[4]
OG0002229,GCF_011290345.1,WP_018090172.1,bifunctional DNA primase/polymerase,NZ_CP049782.1,G7Z12_RS26340,chromosome,positive,70.04841189529925,OG0002229: bifunctional DNA primase/polymerase[60]
OG0002231,GCF_011290345.1,WP_208684868.1,DUF3043 domain-containing protein,NZ_CP049782.1,G7Z12_RS26920,chromosome,positive,71.66126576259116,OG0002231: DUF3043 domain-containing protein[60]
OG0002232,GCF_011290345.1,WP_069568188.1,YggT family protein,NZ_CP049782.1,G7Z12_RS27370,chromosome,positive,72.83467545372999,OG0002232: YggT family protein[60]
OG0002236,GCF_011290345.1,WP_208685009.1,ABC transporter permease,NZ_CP049782.1,G7Z12_RS27470,chromosome,positive,73.13983364419106,OG0002236: ABC transporter permease[60]
OG0002238,GCF_011290345.1,WP_020397738.1,imidazoleglycerol-phosphate dehydratase HisB,NZ_CP049782.1,G7Z12_RS27505,chromosome,positive,73.22676004343477,OG0002238: imidazoleglycerol-phosphate dehydratase HisB[60]
OG0002239,GCF_011290345.1,WP_026169748.1,bifunctional 1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase/phosphoribosylanthranilate isomerase PriA,NZ_CP049782.1,G7Z12_RS27520,chromosome,positive,73.24280064321667,OG0002239: bifunctional 1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase/phosphoribosylanthranilate isomerase PriA[60]
OG0002240,GCF_011290345.1,WP_208685121.1,PAC2 family protein,NZ_CP049782.1,G7Z12_RS27880,chromosome,positive,74.2341779676105,OG0002240: PAC2 family protein[60]
OG0002242,GCF_011290345.1,WP_208685204.1,metal-sulfur cluster assembly factor,NZ_CP049782.1,G7Z12_RS28190,chromosome,positive,75.07991574703405,OG0002242: metal-sulfur cluster assembly factor[59] | DUF59 domain-containing protein[1]
OG0002243,GCF_011290345.1,WP_208685284.1,enoyl-CoA hydratase/isomerase family protein,NZ_CP049782.1,G7Z12_RS28440,chromosome,positive,75.71254107559616,OG0002243: yl-CoA hydratase/isomerase family protein[60]
OG0002246,GCF_011290345.1,WP_208685403.1,SMC-Scp complex subunit ScpB,NZ_CP049782.1,G7Z12_RS28880,chromosome,positive,76.7903669941338,OG0002246: SMC-Scp complex subunit ScpB[60]
