ST,accession,organism,16S_copies,strain,assembly_status,status_tax,Type_Strain,pyani_group_ID,pyani_label,degree,pyani_genus_ID,pyani_species_ID
450,GCF_002551045.1,Streptomyces sp.,1,wa1063,Contig,not validly described,No,1,GCF_002551045.1 | Streptomyces sp. wa1063 - ST 450,2,1,2
451,GCF_002551105.1,Streptomyces sp.,1,st170,Contig,not validly described,No,2,GCF_002551105.1 | Streptomyces sp. st170 - ST 451,3,37,52
452,GCF_002551135.1,Streptomyces sp.,1,st140,Contig,not validly described,No,2,GCF_002551135.1 | Streptomyces sp. st140 - ST 452,2,37,52
453,GCF_002551145.1,Streptomyces sp.,1,st115,Contig,not validly described,No,1,GCF_002551145.1 | Streptomyces sp. st115 - ST 453,1,1,6
454,GCF_002551175.1,Streptomyces sp.,1,st77,Contig,not validly described,No,2,GCF_002551175.1 | Streptomyces sp. st77 - ST 454,3,37,53
455,GCF_002551225.1,Streptomyces sp.,1,rh206,Contig,not validly described,No,1,GCF_002551225.1 | Streptomyces sp. rh206 - ST 455,1,1,2
456,GCF_002551305.1,Streptomyces sp.,1,or20,Contig,not validly described,No,1,GCF_002551305.1 | Streptomyces sp. or20 - ST 456,1,1,2
457,GCF_002551335.1,Streptomyces sp.,1,ms184,Contig,not validly described,No,2,GCF_002551335.1 | Streptomyces sp. ms184 - ST 457,1,37,52
458,GCF_002551345.1,Streptomyces sp.,1,ms115,Contig,not validly described,No,2,GCF_002551345.1 | Streptomyces sp. ms115 - ST 458,4,37,52
459,GCF_002551375.1,Streptomyces sp.,1,gb14,Contig,not validly described,No,2,GCF_002551375.1 | Streptomyces sp. gb14 - ST 459,2,37,52
460,GCF_002551415.1,Streptomyces sp.,1,f51,Contig,not validly described,No,2,GCF_002551415.1 | Streptomyces sp. f51 - ST 460,1,37,52
461,GCF_002551425.1,Streptomyces sp.,1,b94,Contig,not validly described,No,7,GCF_002551425.1 | Streptomyces sp. b94 - ST 461,1,96,133
462,GCF_002551435.1,Streptomyces sp.,1,f150,Contig,not validly described,No,2,GCF_002551435.1 | Streptomyces sp. f150 - ST 462,2,37,52
463,GCF_002551465.1,Streptomyces sp.,1,b84,Contig,not validly described,No,1,GCF_002551465.1 | Streptomyces sp. b84 - ST 463,1,1,2
464,GCF_002551475.1,Streptomyces sp.,1,b62,Contig,not validly described,No,2,GCF_002551475.1 | Streptomyces sp. b62 - ST 464,1,37,52
465,GCF_900090065.1,Streptomyces sp.,1,OspMP-M45,Scaffold,not validly described,No,2,GCF_900090065.1 | Streptomyces sp. OspMP-M45 - ST 465,2,38,54
465,GCF_009863235.1,Streptomyces sp.,1,SID4925,Scaffold,not validly described,No,2,GCF_009863235.1 | Streptomyces sp. SID4925 - ST 465,2,38,54
465,GCF_002705695.1,Streptomyces sp.,1,OspMP-M45,Scaffold,not validly described,No,2,GCF_002705695.1 | Streptomyces sp. OspMP-M45 - ST 465,2,38,54
466,GCF_900102245.1,Streptomyces sp.,6,KS_16,Contig,not validly described,No,23,GCF_900102245.1 | Streptomyces sp. KS_16 - ST 466,2,47,69
466,GCF_900105235.1,Streptomyces sp.,6,2133.1,Contig,not validly described,No,23,GCF_900105235.1 | Streptomyces sp. 2133.1 - ST 466,2,47,69
466,GCF_900105775.1,Streptomyces sp.,4,2112.3,Contig,not validly described,No,23,GCF_900105775.1 | Streptomyces sp. 2112.3 - ST 466,2,47,69
466,GCF_900187385.1,Streptomyces sp.,6,2114.4,Contig,not validly described,No,23,GCF_900187385.1 | Streptomyces sp. 2114.4 - ST 466,2,47,69
467,GCF_002761895.1,Streptomyces sp.,1,JV178,Scaffold,not validly described,No,68,GCF_002761895.1 | Streptomyces sp. JV178 - ST 467,1,94,131
468,GCF_002802945.1,Streptomyces sp.,1,TSRI0384-2,Scaffold,not validly described,No,25,GCF_002802945.1 | Streptomyces sp. TSRI0384-2 - ST 468,1,51,73
469,GCF_002803175.1,Streptomyces sp.,1,CB02613,Scaffold,not validly described,No,2,GCF_002803175.1 | Streptomyces sp. CB02613 - ST 469,1,37,53
470,GCF_002804165.1,Streptomyces cavourensis,1,1AS2a,Complete Genome,correct name,No,2,GCF_002804165.1 | Streptomyces cavourensis 1AS2a - ST 470,2,37,56
471,GCF_002832675.1,Streptomyces sp.,4,S063,Complete Genome,not validly described,No,2,GCF_002832675.1 | Streptomyces sp. S063 - ST 471,2,37,55
472,GCF_002844215.1,Streptomyces sp.,1,EAG2,Contig,not validly described,No,3,GCF_002844215.1 | Streptomyces sp. EAG2 - ST 472,1,57,79
473,GCF_900215565.1,Streptomyces sp.,5,Ag109_G2-15,Contig,not validly described,No,87,GCF_900215565.1 | Streptomyces sp. Ag109_G2-15 - ST 473,1,114,153
474,GCF_900105245.1,Streptomyces sp.,4,1222.5,Contig,not validly described,No,88,GCF_900105245.1 | Streptomyces sp. 1222.5 - ST 474,1,115,154
474,GCF_002846455.1,Streptomyces sp.,4,5112.2,Contig,not validly described,No,88,GCF_002846455.1 | Streptomyces sp. 5112.2 - ST 474,1,115,154
475,GCF_002891315.1,Streptomyces noursei,7,JCM 4701,Scaffold,correct name,No,89,GCF_002891315.1 | Streptomyces noursei JCM 4701 - ST 475,1,116,155
476,GCF_002891435.1,Streptomyces sp.,1,13K301,Contig,not validly described,Yes,207,GCF_002891435.1 | Streptomyces sp. 13K301 - ST 476,0,180,226
477,GCF_002899455.1,Streptomyces sp.,6,DH-12,Contig,not validly described,No,208,GCF_002899455.1 | Streptomyces sp. DH-12 - ST 477,0,181,227
478,GCF_002910775.2,Streptomyces sp.,5,SM18,Complete Genome,not validly described,No,2,GCF_002910775.2 | Streptomyces sp. SM18 - ST 478,2,38,54
479,GCF_002910795.1,Streptomyces sp.,5,SM9,Scaffold,not validly described,No,3,GCF_002910795.1 | Streptomyces sp. SM9 - ST 479,1,57,79
479,GCF_002910815.1,Streptomyces sp.,7,FM008,Scaffold,not validly described,No,3,GCF_002910815.1 | Streptomyces sp. FM008 - ST 479,1,57,79
480,GCF_002910875.1,Streptomyces sp.,4,SM13,Scaffold,not validly described,No,1,GCF_002910875.1 | Streptomyces sp. SM13 - ST 480,2,1,6
481,GCF_002910905.1,Streptomyces sp.,1,SM11,Scaffold,not validly described,No,1,GCF_002910905.1 | Streptomyces sp. SM11 - ST 481,1,1,7
482,GCF_002910985.1,Streptomyces sp.,7,B188M101,Scaffold,not validly described,No,1,GCF_002910985.1 | Streptomyces sp. B188M101 - ST 482,1,1,6
482,GCF_002910935.1,Streptomyces sp.,7,B226SN101,Scaffold,not validly described,No,1,GCF_002910935.1 | Streptomyces sp. B226SN101 - ST 482,1,1,6
483,GCF_002939385.1,Streptomyces sp.,1,MH60,Scaffold,not validly described,No,209,GCF_002939385.1 | Streptomyces sp. MH60 - ST 483,0,182,228
484,GCF_002941025.1,Streptomyces sp.,6,QL37,Scaffold,not validly described,No,36,GCF_002941025.1 | Streptomyces sp. QL37 - ST 484,1,64,90
485,GCF_003013745.1,Streptomyces sp.,1,111WW2,Scaffold,not validly described,No,13,GCF_003013745.1 | Streptomyces sp. 111WW2 - ST 485,2,12,21
486,GCF_003024215.1,Streptomyces sp.,10,CS149,Scaffold,not validly described,No,2,GCF_003024215.1 | Streptomyces sp. CS149 - ST 486,1,37,53
487,GCF_003041235.1,Streptomyces sp.,1,A244,Contig,not validly described,No,69,GCF_003041235.1 | Streptomyces sp. A244 - ST 487,1,95,132
488,GCF_003048205.2,Streptomyces chartreusis,4,WZS021,Contig,correct name,No,19,GCF_003048205.2 | Streptomyces chartreusis WZS021 - ST 488,2,32,47
489,GCF_003074055.1,Streptomyces nigra,6,452,Complete Genome,no record in LPSN entry,No,35,GCF_003074055.1 | Streptomyces nigra 452 - ST 489,1,63,88
490,GCF_003112555.1,Streptomyces coelicoflavus,1,NBRC 15399,Contig,correct name,No,18,GCF_003112555.1 | Streptomyces coelicoflavus NBRC 15399 - ST 490,1,30,45
491,GCF_003112595.1,Streptomyces rubrogriseus,1,NBRC 15455,Scaffold,correct name,Yes,13,GCF_003112595.1 | Streptomyces rubrogriseus NBRC 15455 - ST 491,2,12,21
492,GCF_003116675.1,Streptomyces sp.,1,CS090A,Scaffold,not validly described,No,1,GCF_003116675.1 | Streptomyces sp. CS090A - ST 492,1,1,4
493,GCF_003116715.1,Streptomyces sp.,1,CS081A,Scaffold,not validly described,No,54,GCF_003116715.1 | Streptomyces sp. CS081A - ST 493,1,85,120
494,GCF_003116755.1,Streptomyces sp.,5,CS131,Scaffold,not validly described,No,2,GCF_003116755.1 | Streptomyces sp. CS131 - ST 494,3,37,53
495,GCF_003116775.1,Streptomyces sp.,4,CS147,Scaffold,not validly described,No,2,GCF_003116775.1 | Streptomyces sp. CS147 - ST 495,2,37,53
496,GCF_003116795.1,Streptomyces sp.,1,CS207,Scaffold,not validly described,No,4,GCF_003116795.1 | Streptomyces sp. CS207 - ST 496,3,68,96
497,GCF_003143935.1,Streptomyces sp.,1,Act143,Scaffold,not validly described,No,210,GCF_003143935.1 | Streptomyces sp. Act143 - ST 497,0,183,229
498,GCF_003148825.1,Streptomyces sp.,1,CG 926,Contig,not validly described,No,9,GCF_003148825.1 | Streptomyces sp. CG 926 - ST 498,1,117,158
499,GCF_003330865.1,Streptomyces atratus,6,SCSIO_ZH16,Complete Genome,correct name,No,2,GCF_003330865.1 | Streptomyces atratus SCSIO_ZH16 - ST 499,1,39,57
500,GCF_003352445.1,Streptomyces cavourensis,4,TJ430,Complete Genome,correct name,No,2,GCF_003352445.1 | Streptomyces cavourensis TJ430 - ST 500,4,37,56
501,GCF_003353555.1,Streptomyces sp.,5,HB202,Contig,not validly described,No,2,GCF_003353555.1 | Streptomyces sp. HB202 - ST 501,1,37,52
502,GCF_003363195.1,Streptomyces sp.,2,M7,Contig,not validly described,No,35,GCF_003363195.1 | Streptomyces sp. M7 - ST 502,2,63,88
503,GCF_003367645.1,Streptomyces sp.,1,IB2014 011-12,Contig,not validly described,No,1,GCF_003367645.1 | Streptomyces sp. IB2014 011-12 - ST 503,2,1,4
504,GCF_003369795.1,Streptomyces sp.,6,CB09001,Complete Genome,not validly described,No,211,GCF_003369795.1 | Streptomyces sp. CB09001 - ST 504,0,184,230
505,GCF_003389455.1,Streptomyces inhibens,1,NEAU-D10,Scaffold,correct name,No,212,GCF_003389455.1 | Streptomyces inhibens NEAU-D10 - ST 505,0,185,231
506,GCF_003443735.1,Streptomyces sp.,6,CC0208,Complete Genome,not validly described,No,213,GCF_003443735.1 | Streptomyces sp. CC0208 - ST 506,0,186,232
507,GCF_003595235.1,Streptomyces griseorubiginosus,5,3E-1,Complete Genome,correct name,No,28,GCF_003595235.1 | Streptomyces griseorubiginosus 3E-1 - ST 507,1,55,77
508,GCF_003595545.1,Streptomyces sp.,6,11-1-2,Complete Genome,not validly described,No,55,GCF_003595545.1 | Streptomyces sp. 11-1-2 - ST 508,1,86,121
509,GCF_003610995.1,Streptomyces griseus,5,ATCC 13273,Complete Genome,correct name,No,1,GCF_003610995.1 | Streptomyces griseus ATCC 13273 - ST 509,1,1,8
510,GCF_003634815.1,Streptomyces sp.,2,3211.6,Contig,not validly described,No,86,GCF_003634815.1 | Streptomyces sp. 3211.6 - ST 510,1,113,152
511,GCF_003671675.1,Streptomyces sp.,1,E2N171,Scaffold,not validly described,No,15,GCF_003671675.1 | Streptomyces sp. E2N171 - ST 511,5,20,34
512,GCF_003671685.1,Streptomyces sp.,1,E5N298,Scaffold,not validly described,No,90,GCF_003671685.1 | Streptomyces sp. E5N298 - ST 512,1,118,164
513,GCF_003671715.1,Streptomyces sp.,2,E2N166,Scaffold,not validly described,No,4,GCF_003671715.1 | Streptomyces sp. E2N166 - ST 513,1,68,98
514,GCF_003671755.1,Streptomyces sp.,1,E5N91,Scaffold,not validly described,No,13,GCF_003671755.1 | Streptomyces sp. E5N91 - ST 514,1,12,21
515,GCF_014205315.1,Streptomyces rapamycinicus,4,DSM 41530,Contig,correct name,Yes,73,GCF_014205315.1 | Streptomyces rapamycinicus DSM 41530 - ST 515,1,99,136
515,GCF_003675955.1,Streptomyces rapamycinicus,4,NRRL 5491,Contig,correct name,Yes,73,GCF_003675955.1 | Streptomyces rapamycinicus NRRL 5491 - ST 515,1,99,136
516,GCF_003687515.1,Streptomyces sp.,1,S5,Contig,not validly described,No,3,GCF_003687515.1 | Streptomyces sp. S5 - ST 516,1,57,79
517,GCF_003751985.1,Streptomyces sp.,5,PanSC9,Contig,not validly described,No,85,GCF_003751985.1 | Streptomyces sp. PanSC9 - ST 517,1,112,151
518,GCF_003752205.1,Streptomyces sp.,1,PanSC19,Contig,not validly described,No,214,GCF_003752205.1 | Streptomyces sp. PanSC19 - ST 518,0,187,233
519,GCF_003865135.1,Streptomyces chrestomyceticus,3,NBRC 13444,Contig,correct name,Yes,17,GCF_003865135.1 | Streptomyces chrestomyceticus NBRC 13444 - ST 519,2,27,42
520,GCF_003865155.1,Streptomyces rimosus,4,NBRC 15454,Contig,correct name,Yes,17,GCF_003865155.1 | Streptomyces rimosus NBRC 15454 - ST 520,2,27,42
521,GCF_003933295.1,Streptomyces griseofuscus,1,64,Scaffold,correct name,No,6,GCF_003933295.1 | Streptomyces griseofuscus 64 - ST 521,2,90,127
522,GCF_003933485.1,Streptomyces griseofuscus,1,199,Scaffold,correct name,No,6,GCF_003933485.1 | Streptomyces griseofuscus 199 - ST 522,1,90,127
523,GCF_003933965.1,Streptomyces sp.,1,RP5T,Contig,not validly described,No,215,GCF_003933965.1 | Streptomyces sp. RP5T - ST 523,0,188,234
524,GCF_003935055.1,Streptomyces alboflavus,2,313,Scaffold,correct name,No,66,GCF_003935055.1 | Streptomyces alboflavus 313 - ST 524,1,93,130
525,GCF_003945525.1,Streptomyces sp.,1,WAC 01438,Complete Genome,not validly described,No,74,GCF_003945525.1 | Streptomyces sp. WAC 01438 - ST 525,1,189,235
526,GCF_003947265.2,Streptomyces sp.,5,WAC 00631,Contig,not validly described,No,216,GCF_003947265.2 | Streptomyces sp. WAC 00631 - ST 526,0,190,236
527,GCF_003947555.1,Streptomyces sp.,1,WAC 05379,Contig,not validly described,No,19,GCF_003947555.1 | Streptomyces sp. WAC 05379 - ST 527,2,32,47
528,GCF_003947575.1,Streptomyces sp.,1,WAC 06783,Contig,not validly described,No,8,GCF_003947575.1 | Streptomyces sp. WAC 06783 - ST 528,2,105,142
529,GCF_003947585.1,Streptomyces sp.,1,WAC 06725,Contig,not validly described,No,8,GCF_003947585.1 | Streptomyces sp. WAC 06725 - ST 529,1,105,142
530,GCF_003949535.1,Streptomyces sp.,1,WAC07061,Contig,not validly described,No,91,GCF_003949535.1 | Streptomyces sp. WAC07061 - ST 530,1,119,165
531,GCF_003949695.1,Streptomyces sp.,1,WAC05858,Contig,not validly described,No,5,GCF_003949695.1 | Streptomyces sp. WAC05858 - ST 531,1,79,113
532,GCF_003949805.1,Streptomyces sp.,1,WAC08241,Contig,not validly described,No,217,GCF_003949805.1 | Streptomyces sp. WAC08241 - ST 532,0,191,237
533,GCF_003949835.1,Streptomyces sp.,1,WAC02707,Contig,not validly described,No,4,GCF_003949835.1 | Streptomyces sp. WAC02707 - ST 533,1,68,96
534,GCF_003949875.1,Streptomyces sp.,1,WAC07149,Contig,not validly described,No,218,GCF_003949875.1 | Streptomyces sp. WAC07149 - ST 534,0,192,238
535,GCF_003949895.1,Streptomyces sp.,1,WAC04770,Contig,not validly described,No,2,GCF_003949895.1 | Streptomyces sp. WAC04770 - ST 535,1,37,56
536,GCF_003949905.1,Streptomyces sp.,1,WAC06273,Contig,not validly described,No,4,GCF_003949905.1 | Streptomyces sp. WAC06273 - ST 536,3,68,96
537,GCF_003950035.1,Streptomyces sp.,7,W1SF4,Complete Genome,not validly described,No,91,GCF_003950035.1 | Streptomyces sp. W1SF4 - ST 537,1,119,165
538,GCF_003955715.1,Streptomyces aquilus,5,GGCR-6,Complete Genome,correct name,Yes,219,GCF_003955715.1 | Streptomyces aquilus GGCR-6 - ST 538,0,193,239
539,GCF_003963535.1,Streptomyces cyaneochromogenes,2,MK-45,Complete Genome,correct name,Yes,220,GCF_003963535.1 | Streptomyces cyaneochromogenes MK-45 - ST 539,0,194,240
540,GCF_003977875.1,Streptomyces sp.,1,WAC 01325,Contig,not validly described,No,221,GCF_003977875.1 | Streptomyces sp. WAC 01325 - ST 540,0,195,241
541,GCF_003984905.1,Streptomyces sp.,1,WAC05458,Contig,not validly described,No,4,GCF_003984905.1 | Streptomyces sp. WAC05458 - ST 541,2,68,96
542,GCF_003984925.1,Streptomyces sp.,1,WAC08401,Contig,not validly described,No,4,GCF_003984925.1 | Streptomyces sp. WAC08401 - ST 542,1,68,96
543,GCF_003984935.1,Streptomyces sp.,1,WAC04189,Contig,not validly described,No,4,GCF_003984935.1 | Streptomyces sp. WAC04189 - ST 543,1,68,96
544,GCF_003984965.1,Streptomyces sp.,1,WAC06128,Contig,not validly described,No,4,GCF_003984965.1 | Streptomyces sp. WAC06128 - ST 544,2,68,96
545,GCF_003984975.1,Streptomyces sp.,1,WAC08452,Contig,not validly described,No,4,GCF_003984975.1 | Streptomyces sp. WAC08452 - ST 545,1,68,96
546,GCF_003989035.1,Streptomyces sp.,1,NP10,Contig,not validly described,No,2,GCF_003989035.1 | Streptomyces sp. NP10 - ST 546,2,37,52
547,GCF_004125275.1,Streptomyces lydicus,6,SW_ACT1,Contig,correct name,No,8,GCF_004125275.1 | Streptomyces lydicus SW_ACT1 - ST 547,1,106,143
547,GCF_003994375.1,Streptomyces lydicus,6,WYEC 108,Complete Genome,correct name,No,8,GCF_003994375.1 | Streptomyces lydicus WYEC 108 - ST 547,1,106,143
548,GCF_004000395.1,Streptomyces sp.,1,B29(2018),Contig,not validly described,No,3,GCF_004000395.1 | Streptomyces sp. B29(2018) - ST 548,1,57,79
549,GCF_004000405.1,Streptomyces sp.,1,B27,Contig,not validly described,No,2,GCF_004000405.1 | Streptomyces sp. B27 - ST 549,1,37,56
550,GCF_004078575.1,Streptomyces albidoflavus,1,BSII#1,Contig,correct name,No,3,GCF_004078575.1 | Streptomyces albidoflavus BSII#1 - ST 550,1,57,79
551,GCF_004104485.1,Streptomyces sp.,7,endophyte_N2,Complete Genome,not validly described,No,6,GCF_004104485.1 | Streptomyces sp. endophyte_N2 - ST 551,4,90,127
552,GCF_004117935.1,Streptomyces roseicoloratus,1,TRM44457,Scaffold,correct name,No,222,GCF_004117935.1 | Streptomyces roseicoloratus TRM44457 - ST 552,0,196,242
553,GCF_004124335.1,Streptomyces sp.,6,N1,Contig,not validly described,No,3,GCF_004124335.1 | Streptomyces sp. N1 - ST 553,1,57,79
554,GCF_004125265.1,Streptomyces lydicus,7,ATCC 31975,Contig,correct name,No,8,GCF_004125265.1 | Streptomyces lydicus ATCC 31975 - ST 554,1,106,144
555,GCF_004125315.1,Streptomyces sp.,6,M3,Contig,not validly described,No,36,GCF_004125315.1 | Streptomyces sp. M3 - ST 555,2,64,91
556,GCF_004151105.1,Streptomyces sp.,1,L-9-10,Scaffold,not validly described,No,223,GCF_004151105.1 | Streptomyces sp. L-9-10 - ST 556,0,197,243
557,GCF_004195735.1,Streptomyces albidoflavus,1,DSM 40455,Contig,correct name,Yes,3,GCF_004195735.1 | Streptomyces albidoflavus DSM 40455 - ST 557,1,57,79
558,GCF_004195745.1,Streptomyces albidoflavus,1,NBRC 100770,Contig,correct name,Yes,3,GCF_004195745.1 | Streptomyces albidoflavus NBRC 100770 - ST 558,1,57,79
559,GCF_004195895.1,Streptomyces albidoflavus,1,Ma24,Contig,correct name,No,3,GCF_004195895.1 | Streptomyces albidoflavus Ma24 - ST 559,2,57,79
560,GCF_004196225.1,Streptomyces sp.,1,SCA2-2,Contig,not validly described,No,3,GCF_004196225.1 | Streptomyces sp. SCA2-2 - ST 560,1,57,79
561,GCF_004217355.1,Streptomyces sp.,1,BK022,Scaffold,not validly described,No,56,GCF_004217355.1 | Streptomyces sp. BK022 - ST 561,2,87,122
562,GCF_004320085.1,Streptomyces kasugaensis,1,AM-2504,Contig,correct name,No,30,GCF_004320085.1 | Streptomyces kasugaensis AM-2504 - ST 562,1,58,80
563,GCF_004341025.1,Streptomyces sp.,1,BK205,Scaffold,not validly described,No,28,GCF_004341025.1 | Streptomyces sp. BK205 - ST 563,1,55,77
564,GCF_004364245.1,Streptomyces sp.,1,BK208,Scaffold,not validly described,No,4,GCF_004364245.1 | Streptomyces sp. BK208 - ST 564,3,68,99
565,GCF_004364395.1,Streptomyces sp.,7,KS 21,Contig,not validly described,No,41,GCF_004364395.1 | Streptomyces sp. KS 21 - ST 565,1,71,104
566,GCF_004524875.1,Streptomyces sp.,1,S501,Complete Genome,not validly described,No,1,GCF_004524875.1 | Streptomyces sp. S501 - ST 566,2,2,3
567,GCF_004563805.1,Streptomyces sp.,1,4R-3d,Contig,not validly described,No,61,GCF_004563805.1 | Streptomyces sp. 4R-3d - ST 567,1,91,128
568,GCF_004794175.1,Streptomyces sp.,1,1AS2c,Contig,not validly described,Yes,33,GCF_004794175.1 | Streptomyces sp. 1AS2c - ST 568,1,61,84
569,GCF_004794665.1,Streptomyces sp.,4,S816,Scaffold,not validly described,No,6,GCF_004794665.1 | Streptomyces sp. S816 - ST 569,1,90,127
570,GCF_004795115.1,Streptomyces sp.,1,A0592,Contig,not validly described,No,10,GCF_004795115.1 | Streptomyces sp. A0592 - ST 570,1,4,13
571,GCF_004795155.1,Streptomyces sp.,1,LRa12,Contig,not validly described,No,13,GCF_004795155.1 | Streptomyces sp. LRa12 - ST 571,2,12,21
572,GCF_004795715.1,Streptomyces sp.,5,SS52,Complete Genome,not validly described,No,4,GCF_004795715.1 | Streptomyces sp. SS52 - ST 572,2,68,96
573,GCF_004803895.1,Streptomyces hawaiiensis,5,ATCC 12236,Complete Genome,correct name,Yes,14,GCF_004803895.1 | Streptomyces hawaiiensis ATCC 12236 - ST 573,1,16,27
574,GCF_005234185.1,Streptomyces sp.,1,BPSDS2,Contig,not validly described,No,1,GCF_005234185.1 | Streptomyces sp. BPSDS2 - ST 574,1,1,6
575,GCF_005490965.1,Streptomyces sp.,5,SGAir0924,Complete Genome,not validly described,No,4,GCF_005490965.1 | Streptomyces sp. SGAir0924 - ST 575,2,68,96
576,GCF_005938145.1,Streptomyces sp.,6,DASNCL29,Contig,not validly described,No,5,GCF_005938145.1 | Streptomyces sp. DASNCL29 - ST 576,1,79,112
577,GCF_006516935.1,Streptomyces griseorubiginosus,4,BTU6,Complete Genome,correct name,No,224,GCF_006516935.1 | Streptomyces griseorubiginosus BTU6 - ST 577,0,198,244
578,GCF_006539185.1,Streptomyces gardneri,1,NBRC 12865,Contig,correct name,Yes,92,GCF_006539185.1 | Streptomyces gardneri NBRC 12865 - ST 578,1,120,166
579,GCF_006547175.1,Streptomyces ipomoeae,1,78-51,Scaffold,correct name,No,31,GCF_006547175.1 | Streptomyces ipomoeae 78-51 - ST 579,1,59,81
580,GCF_006547185.1,Streptomyces ipomoeae,1,88-35,Scaffold,correct name,No,31,GCF_006547185.1 | Streptomyces ipomoeae 88-35 - ST 580,1,59,81
581,GCF_006715925.1,Streptomyces sp.,5,SLBN-134,Contig,not validly described,No,93,GCF_006715925.1 | Streptomyces sp. SLBN-134 - ST 581,1,121,167
582,GCF_006716135.1,Streptomyces asterosporus,3,DSM 41452,Complete Genome,synonym,Yes,94,GCF_006716135.1 | Streptomyces asterosporus DSM 41452 - ST 582,1,122,168
583,GCF_006788935.1,Streptomyces cavourensis,6,DSM 41795,Contig,correct name,Yes,2,GCF_006788935.1 | Streptomyces cavourensis DSM 41795 - ST 583,1,37,56
583,GCF_014649215.1,Streptomyces cavourensis,1,JCM 4298,Scaffold,correct name,Yes,2,GCF_014649215.1 | Streptomyces cavourensis JCM 4298 - ST 583,1,37,56
584,GCF_007827595.1,Streptomyces sp.,1,BK340,Scaffold,not validly described,No,225,GCF_007827595.1 | Streptomyces sp. BK340 - ST 584,0,199,245
585,GCF_007828695.1,Streptomyces sp.,1,T12,Scaffold,not validly described,No,226,GCF_007828695.1 | Streptomyces sp. T12 - ST 585,0,200,246
586,GCF_007829875.1,Streptomyces capillispiralis,6,DSM 41695,Contig,correct name,Yes,227,GCF_007829875.1 | Streptomyces capillispiralis DSM 41695 - ST 586,0,201,247
587,GCF_007896895.1,Streptomyces misionensis,6,66,Scaffold,correct name,No,37,GCF_007896895.1 | Streptomyces misionensis 66 - ST 587,2,65,92
588,GCF_007896905.1,Streptomyces albidoflavus,5,77,Scaffold,correct name,No,3,GCF_007896905.1 | Streptomyces albidoflavus 77 - ST 588,1,57,79
589,GCF_008016805.1,Streptomyces lavendulae,1,YAKB-15,Scaffold,correct name,No,95,GCF_008016805.1 | Streptomyces lavendulae YAKB-15 - ST 589,1,123,169
590,GCF_008039505.1,Streptomyces sp.,1,IB2014 016-6,Contig,not validly described,No,228,GCF_008039505.1 | Streptomyces sp. IB2014 016-6 - ST 590,0,202,248
591,GCF_008042065.1,Streptomyces sp.,1,gb1(2016),Scaffold,not validly described,No,36,GCF_008042065.1 | Streptomyces sp. gb1(2016) - ST 591,1,64,91
592,GCF_008042145.1,Streptomyces sp.,1,adm13(2018),Scaffold,not validly described,No,34,GCF_008042145.1 | Streptomyces sp. adm13(2018) - ST 592,1,62,87
593,GCF_008086975.1,Streptomyces sp.,1,WAC5950 substr. delta orf15 pCRISPomyces,Scaffold,not validly described,No,10,GCF_008086975.1 | Streptomyces sp. WAC5950 substr. delta orf15 pCRISPomyces - ST 593,1,4,12
594,GCF_008087005.1,Streptomyces sp.,1,WAC01526,Contig,not validly described,No,8,GCF_008087005.1 | Streptomyces sp. WAC01526 - ST 594,2,106,143
595,GCF_008180165.1,Streptomyces parvus,1,C05,Contig,correct name,No,2,GCF_008180165.1 | Streptomyces parvus C05 - ST 595,1,37,53
596,GCF_008632535.1,Streptomyces parvus,1,NRRL B-1455,Scaffold,correct name,Yes,2,GCF_008632535.1 | Streptomyces parvus NRRL B-1455 - ST 596,2,37,53
596,GCF_014648875.1,Streptomyces parvus,1,JCM 4069,Scaffold,correct name,Yes,2,GCF_014648875.1 | Streptomyces parvus JCM 4069 - ST 596,2,37,53
597,GCF_014654895.1,Streptomyces filamentosus,1,JCM 4122,Contig,correct name,Yes,229,GCF_014654895.1 | Streptomyces filamentosus JCM 4122 - ST 597,0,45,66
597,GCF_008634015.1,Streptomyces filamentosus,3,ATCC 23958,Contig,correct name,Yes,229,GCF_008634015.1 | Streptomyces filamentosus ATCC 23958 - ST 597,0,45,66
598,GCF_008634025.1,Streptomyces albofaciens,3,ATCC 23873,Contig,correct name,Yes,62,GCF_008634025.1 | Streptomyces albofaciens ATCC 23873 - ST 598,1,203,249
599,GCF_008639045.1,Streptomyces venezuelae,7,ATCC 21113,Complete Genome,correct name,No,20,GCF_008639045.1 | Streptomyces venezuelae ATCC 21113 - ST 599,2,41,61
600,GCF_008642275.1,Streptomyces venezuelae,6,ATCC 21018,Complete Genome,correct name,No,9,GCF_008642275.1 | Streptomyces venezuelae ATCC 21018 - ST 600,1,117,161
601,GCF_008642375.1,Streptomyces venezuelae,1,ATCC 15068,Complete Genome,correct name,No,230,GCF_008642375.1 | Streptomyces venezuelae ATCC 15068 - ST 601,0,204,250
602,GCF_008704515.1,Streptomyces viridosporus,1,ATCC 39115,Complete Genome,correct name,No,4,GCF_008704515.1 | Streptomyces viridosporus ATCC 39115 - ST 602,1,69,100
603,GCF_008704575.1,Streptomyces galilaeus,1,ATCC 14969,Complete Genome,synonym,Yes,57,GCF_008704575.1 | Streptomyces galilaeus ATCC 14969 - ST 603,1,88,124
604,GCF_008704715.1,Streptomyces chartreusis,6,ATCC 14922,Complete Genome,correct name,Yes,19,GCF_008704715.1 | Streptomyces chartreusis ATCC 14922 - ST 604,1,32,47
