ST,accession,organism,16S_copies,strain,assembly_status,status_tax,Type_Strain,pyani_group_ID,pyani_genus_ID,pyani_species_ID,completeness,contamination,strain_heterogeneity,total_genes,total_cds,GC_content,genome_size
490,GCF_003112555.1,Streptomyces coelicoflavus,1,NBRC 15399,Contig,correct name,No,18,30,45,100.0,0.57,0.0,7797,0,72.17054897771081,8727276
491,GCF_003112595.1,Streptomyces rubrogriseus,1,NBRC 15455,Scaffold,correct name,Yes,13,12,21,100.0,0.28,0.0,7629,0,72.2283380549507,8454377
492,GCF_003116675.1,Streptomyces sp.,1,CS090A,Scaffold,not validly described,No,1,1,4,99.84,1.07,50.0,7326,0,71.45693156167108,8298873
493,GCF_003116715.1,Streptomyces sp.,1,CS081A,Scaffold,not validly described,No,54,85,120,99.93,0.86,25.0,6508,0,73.08809003437426,7213245
494,GCF_003116755.1,Streptomyces sp.,5,CS131,Scaffold,not validly described,No,2,37,53,99.84,0.53,0.0,6959,0,71.53596115886248,8010476
495,GCF_003116775.1,Streptomyces sp.,4,CS147,Scaffold,not validly described,No,2,37,53,99.67,0.0,0.0,6980,0,71.53760883882738,7877244
496,GCF_003116795.1,Streptomyces sp.,1,CS207,Scaffold,not validly described,No,4,68,96,100.0,0.0,0.0,5918,0,72.53039954371987,6664327
497,GCF_003143935.1,Streptomyces sp.,1,Act143,Scaffold,not validly described,No,210,183,229,100.0,0.3,0.0,8726,0,71.26307736231789,9621493
498,GCF_003148825.1,Streptomyces sp.,1,CG 926,Contig,not validly described,No,9,117,158,99.58,1.18,0.0,7599,0,71.83020720253207,8513506
499,GCF_003330865.1,Streptomyces atratus,6,SCSIO_ZH16,Complete Genome,correct name,No,2,39,57,99.93,1.0,14.29,8450,0,69.59116873181259,9641288
500,GCF_003352445.1,Streptomyces cavourensis,4,TJ430,Complete Genome,correct name,No,2,37,56,99.84,0.98,33.33,6509,0,72.12452406873506,7613757
501,GCF_003353555.1,Streptomyces sp.,5,HB202,Contig,not validly described,No,2,37,52,97.67,0.7,0.0,7198,0,71.42976731299339,8099206
502,GCF_003363195.1,Streptomyces sp.,2,M7,Contig,not validly described,No,35,63,88,100.0,0.36,0.0,7067,0,71.92051257710922,7774362
503,GCF_003367645.1,Streptomyces sp.,1,IB2014 011-12,Contig,not validly described,No,1,1,4,99.84,0.61,40.0,7344,0,71.5130180218965,8153082
504,GCF_003369795.1,Streptomyces sp.,6,CB09001,Complete Genome,not validly described,No,211,184,230,100.0,0.0,0.0,7003,0,71.94694442760859,7787608
505,GCF_003389455.1,Streptomyces inhibens,1,NEAU-D10,Scaffold,correct name,No,212,185,231,99.82,1.42,20.0,8685,0,70.4648605806529,9477917
506,GCF_003443735.1,Streptomyces sp.,6,CC0208,Complete Genome,not validly described,No,213,186,232,99.89,0.43,0.0,8394,0,70.5852272440746,9320089
507,GCF_003595235.1,Streptomyces griseorubiginosus,5,3E-1,Complete Genome,correct name,No,28,55,77,100.0,0.43,0.0,8440,0,70.94277582324841,9512378
508,GCF_003595545.1,Streptomyces sp.,6,11-1-2,Complete Genome,not validly described,No,55,86,121,100.0,0.53,0.0,9845,0,70.85004760962612,11655206
509,GCF_003610995.1,Streptomyces griseus,5,ATCC 13273,Complete Genome,correct name,No,1,1,8,99.72,0.35,0.0,6356,0,71.70149073097517,7238194
510,GCF_003634815.1,Streptomyces sp.,2,3211.6,Contig,not validly described,No,86,113,152,99.58,1.94,14.29,7107,0,72.76742311362567,8018716
511,GCF_003671675.1,Streptomyces sp.,1,E2N171,Scaffold,not validly described,No,15,20,34,97.87,0.0,0.0,6613,0,72.17164469310545,6958514
512,GCF_003671685.1,Streptomyces sp.,1,E5N298,Scaffold,not validly described,No,90,118,164,91.41,0.49,0.0,7633,0,71.8102599081268,7947693
513,GCF_003671715.1,Streptomyces sp.,2,E2N166,Scaffold,not validly described,No,4,68,98,97.79,0.43,0.0,7265,0,70.24418391730217,7907728
514,GCF_003671755.1,Streptomyces sp.,1,E5N91,Scaffold,not validly described,No,13,12,21,94.84,0.43,100.0,8068,0,71.76906608558264,8512825
515,GCF_014205315.1,Streptomyces rapamycinicus,4,DSM 41530,Contig,correct name,Yes,73,99,136,100.0,3.95,0.0,10390,0,71.05130731134788,12628629
515,GCF_003675955.1,Streptomyces rapamycinicus,4,NRRL 5491,Contig,correct name,Yes,73,99,136,100.0,3.95,0.0,10403,0,71.03965593528144,12663199
516,GCF_003687515.1,Streptomyces sp.,1,S5,Contig,not validly described,No,3,57,79,98.28,1.75,33.33,7116,0,72.8824240879252,7186472
517,GCF_003751985.1,Streptomyces sp.,5,PanSC9,Contig,not validly described,No,85,112,151,99.89,0.86,25.0,7950,0,72.14658652138829,8853256
518,GCF_003752205.1,Streptomyces sp.,1,PanSC19,Contig,not validly described,No,214,187,233,99.49,1.11,12.5,7618,0,72.61656460531034,8478560
519,GCF_003865135.1,Streptomyces chrestomyceticus,3,NBRC 13444,Contig,correct name,Yes,17,27,42,99.82,1.53,0.0,8053,0,72.02343971442885,9377418
520,GCF_003865155.1,Streptomyces rimosus,4,NBRC 15454,Contig,correct name,Yes,17,27,42,100.0,2.48,0.0,8151,0,72.03283162627643,9705398
521,GCF_003933295.1,Streptomyces griseofuscus,1,64,Scaffold,correct name,No,6,90,127,99.89,0.25,0.0,7434,0,71.75785492289239,8339579
522,GCF_003933485.1,Streptomyces griseofuscus,1,199,Scaffold,correct name,No,6,90,127,99.89,0.89,0.0,7560,0,71.65037099292914,8424015
523,GCF_003933965.1,Streptomyces sp.,1,RP5T,Contig,not validly described,No,215,188,234,99.25,1.07,0.0,9105,0,70.91051053004985,9590268
524,GCF_003935055.1,Streptomyces alboflavus,2,313,Scaffold,correct name,No,66,93,130,90.02,0.34,0.0,7605,0,72.11904444950112,8916703
525,GCF_003945525.1,Streptomyces sp.,1,WAC 01438,Complete Genome,not validly described,No,74,189,235,99.57,0.43,0.0,7240,0,71.96136842476199,8201167
526,GCF_003947265.2,Streptomyces sp.,5,WAC 00631,Contig,not validly described,No,216,190,236,100.0,1.05,50.0,5998,0,73.03047017582355,6963629
527,GCF_003947555.1,Streptomyces sp.,1,WAC 05379,Contig,not validly described,No,19,32,47,99.79,1.92,0.0,9022,0,70.77780269684006,9818454
528,GCF_003947575.1,Streptomyces sp.,1,WAC 06783,Contig,not validly described,No,8,105,142,100.0,3.01,0.0,8152,0,71.96675900277009,9431125
529,GCF_003947585.1,Streptomyces sp.,1,WAC 06725,Contig,not validly described,No,8,105,142,99.82,4.23,5.26,8560,0,71.91660758303455,9473859
530,GCF_003949535.1,Streptomyces sp.,1,WAC07061,Contig,not validly described,No,91,119,165,99.58,1.32,0.0,7692,0,72.92370682372251,7954368
531,GCF_003949695.1,Streptomyces sp.,1,WAC05858,Contig,not validly described,No,5,79,113,100.0,3.33,0.0,9805,0,70.81108675182593,10846423
532,GCF_003949805.1,Streptomyces sp.,1,WAC08241,Contig,not validly described,No,217,191,237,99.11,1.07,22.22,7129,0,73.05617874950838,7645649
533,GCF_003949835.1,Streptomyces sp.,1,WAC02707,Contig,not validly described,No,4,68,96,100.0,6.18,33.33,8279,0,72.40230721257892,8839931
534,GCF_003949875.1,Streptomyces sp.,1,WAC07149,Contig,not validly described,No,218,192,238,99.58,1.94,14.29,7769,0,73.1099150887353,8433510
535,GCF_003949895.1,Streptomyces sp.,1,WAC04770,Contig,not validly described,No,2,37,56,98.29,4.55,30.43,8286,0,71.49759347500289,8327360
536,GCF_003949905.1,Streptomyces sp.,1,WAC06273,Contig,not validly described,No,4,68,96,100.0,0.09,0.0,6851,0,72.50080937770261,7780669
537,GCF_003950035.1,Streptomyces sp.,7,W1SF4,Complete Genome,not validly described,No,91,119,165,99.58,1.23,0.0,7345,0,73.14116767637857,8068143
538,GCF_003955715.1,Streptomyces aquilus,5,GGCR-6,Complete Genome,correct name,Yes,219,193,239,100.0,0.64,0.0,9421,0,70.84778920735614,10393987
539,GCF_003963535.1,Streptomyces cyaneochromogenes,2,MK-45,Complete Genome,correct name,Yes,220,194,240,100.0,0.54,0.0,9427,0,70.62993572153285,10677137
540,GCF_003977875.1,Streptomyces sp.,1,WAC 01325,Contig,not validly described,No,221,195,241,100.0,1.75,0.0,9483,0,70.56431913227814,10449247
541,GCF_003984905.1,Streptomyces sp.,1,WAC05458,Contig,not validly described,No,4,68,96,100.0,0.21,100.0,7513,0,72.43410123897134,8509075
542,GCF_003984925.1,Streptomyces sp.,1,WAC08401,Contig,not validly described,No,4,68,96,100.0,0.0,0.0,7279,0,72.58310197188396,8211538
543,GCF_003984935.1,Streptomyces sp.,1,WAC04189,Contig,not validly described,No,4,68,96,100.0,0.0,0.0,7214,0,72.5543767019882,8168388
544,GCF_003984965.1,Streptomyces sp.,1,WAC06128,Contig,not validly described,No,4,68,96,100.0,0.0,0.0,7126,0,72.58054414874617,8079482
545,GCF_003984975.1,Streptomyces sp.,1,WAC08452,Contig,not validly described,No,4,68,96,100.0,0.0,0.0,6976,0,72.6386611732366,7951559
546,GCF_003989035.1,Streptomyces sp.,1,NP10,Contig,not validly described,No,2,37,52,99.84,0.18,0.0,6939,0,71.66775247184569,7677866
547,GCF_004125275.1,Streptomyces lydicus,6,SW_ACT1,Contig,correct name,No,8,106,143,100.0,1.19,20.0,7877,0,70.79664975761159,9139876
547,GCF_003994375.1,Streptomyces lydicus,6,WYEC 108,Complete Genome,correct name,No,8,106,143,100.0,0.83,25.0,7865,0,70.7989531942107,9125666
548,GCF_004000395.1,Streptomyces sp.,1,B29(2018),Contig,not validly described,No,3,57,79,99.89,1.14,0.0,6516,0,73.28641525854897,7443329
549,GCF_004000405.1,Streptomyces sp.,1,B27,Contig,not validly described,No,2,37,56,99.84,0.75,25.0,6789,0,71.90012461019978,7626984
550,GCF_004078575.1,Streptomyces albidoflavus,1,BSII#1,Contig,correct name,No,3,57,79,99.89,0.0,0.0,6468,0,73.00287912515034,7003169
551,GCF_004104485.1,Streptomyces sp.,7,endophyte_N2,Complete Genome,not validly described,No,6,90,127,99.89,0.68,0.0,7352,0,71.82572638722459,8428700
552,GCF_004117935.1,Streptomyces roseicoloratus,1,TRM44457,Scaffold,correct name,No,222,196,242,99.4,0.74,0.0,6841,0,72.60257762172793,7597003
553,GCF_004124335.1,Streptomyces sp.,6,N1,Contig,not validly described,No,3,57,79,99.89,0.14,0.0,6222,0,73.27101149088455,7207104
554,GCF_004125265.1,Streptomyces lydicus,7,ATCC 31975,Contig,correct name,No,8,106,144,99.64,1.59,0.0,7999,0,70.94689834119383,9244118
555,GCF_004125315.1,Streptomyces sp.,6,M3,Contig,not validly described,No,36,64,91,99.93,0.54,0.0,7493,0,71.40638299845043,8304843
556,GCF_004151105.1,Streptomyces sp.,1,L-9-10,Scaffold,not validly described,No,223,197,243,99.93,1.0,0.0,7619,0,70.65754333312321,8852466
557,GCF_004195735.1,Streptomyces albidoflavus,1,DSM 40455,Contig,correct name,Yes,3,57,79,99.89,0.79,0.0,6020,0,73.42931360578763,6969071
558,GCF_004195745.1,Streptomyces albidoflavus,1,NBRC 100770,Contig,correct name,Yes,3,57,79,99.89,0.57,0.0,6166,0,73.42283906502823,7157307
559,GCF_004195895.1,Streptomyces albidoflavus,1,Ma24,Contig,correct name,No,3,57,79,99.89,0.57,0.0,6027,0,73.55211077104958,6963119
560,GCF_004196225.1,Streptomyces sp.,1,SCA2-2,Contig,not validly described,No,3,57,79,99.89,0.14,0.0,6158,0,73.42258093477095,7050647
561,GCF_004217355.1,Streptomyces sp.,1,BK022,Scaffold,not validly described,No,56,87,122,100.0,0.79,0.0,6440,0,71.75752505864055,6964464
562,GCF_004320085.1,Streptomyces kasugaensis,1,AM-2504,Contig,correct name,No,30,58,80,98.99,3.72,4.76,7747,0,71.40307556987712,8649584
563,GCF_004341025.1,Streptomyces sp.,1,BK205,Scaffold,not validly described,No,28,55,77,100.0,0.43,0.0,8507,0,70.93120477474847,9594474
564,GCF_004364245.1,Streptomyces sp.,1,BK208,Scaffold,not validly described,No,4,68,99,100.0,0.0,0.0,6833,0,72.34530652761906,7718603
565,GCF_004364395.1,Streptomyces sp.,7,KS 21,Contig,not validly described,No,41,71,104,99.58,1.9,11.11,8005,0,71.6393629277467,8747642
566,GCF_004524875.1,Streptomyces sp.,1,S501,Complete Genome,not validly described,No,1,2,3,99.05,0.09,0.0,6565,0,71.04901316459551,7461832
567,GCF_004563805.1,Streptomyces sp.,1,4R-3d,Contig,not validly described,No,61,91,128,99.93,1.6,0.0,7628,0,70.89882432261598,8495698
568,GCF_004794175.1,Streptomyces sp.,1,1AS2c,Contig,not validly described,Yes,33,61,84,99.49,1.38,66.67,6590,0,72.42100167208292,7213159
569,GCF_004794665.1,Streptomyces sp.,4,S816,Scaffold,not validly described,No,6,90,127,99.75,1.16,0.0,7579,0,71.72310197729385,8584460
570,GCF_004795115.1,Streptomyces sp.,1,A0592,Contig,not validly described,No,10,4,13,99.11,1.08,20.0,7883,0,72.31324619635751,8502705
571,GCF_004795155.1,Streptomyces sp.,1,LRa12,Contig,not validly described,No,13,12,21,100.0,0.0,0.0,7626,0,72.25011762067966,8304237
572,GCF_004795715.1,Streptomyces sp.,5,SS52,Complete Genome,not validly described,No,4,68,96,99.57,0.42,33.33,7156,0,72.46587720375437,8184045
573,GCF_004803895.1,Streptomyces hawaiiensis,5,ATCC 12236,Complete Genome,correct name,Yes,14,16,27,99.68,0.43,0.0,8064,0,70.99426738619486,8876928
574,GCF_005234185.1,Streptomyces sp.,1,BPSDS2,Contig,not validly described,No,1,1,6,99.49,0.7,0.0,7336,0,71.82119879727422,8272875
575,GCF_005490965.1,Streptomyces sp.,5,SGAir0924,Complete Genome,not validly described,No,4,68,96,100.0,0.0,0.0,7036,0,72.5862394602541,8079654
576,GCF_005938145.1,Streptomyces sp.,6,DASNCL29,Contig,not validly described,No,5,79,112,100.0,3.16,0.0,9292,0,71.34726311447531,11081629
577,GCF_006516935.1,Streptomyces griseorubiginosus,4,BTU6,Complete Genome,correct name,No,224,198,244,100.0,0.86,33.33,8176,0,71.15204627083791,9226027
578,GCF_006539185.1,Streptomyces gardneri,1,NBRC 12865,Contig,correct name,Yes,92,120,166,99.84,1.21,16.67,8093,0,71.81957138804985,9032226
579,GCF_006547175.1,Streptomyces ipomoeae,1,78-51,Scaffold,correct name,No,31,59,81,99.89,1.0,0.0,9413,0,70.30249350926542,10701023
580,GCF_006547185.1,Streptomyces ipomoeae,1,88-35,Scaffold,correct name,No,31,59,81,99.89,1.43,0.0,9270,0,70.24823274809431,10654678
581,GCF_006715925.1,Streptomyces sp.,5,SLBN-134,Contig,not validly described,No,93,121,167,99.89,0.43,0.0,6889,0,72.26273356333616,7761064
582,GCF_006716135.1,Streptomyces asterosporus,3,DSM 41452,Complete Genome,synonym,Yes,94,122,168,100.0,0.64,0.0,6614,0,72.51435348449981,7766581
583,GCF_006788935.1,Streptomyces cavourensis,6,DSM 41795,Contig,correct name,Yes,2,37,56,99.49,0.98,33.33,6540,0,72.12256632449389,7670394
583,GCF_014649215.1,Streptomyces cavourensis,1,JCM 4298,Scaffold,correct name,Yes,2,37,56,99.44,0.93,20.0,6540,0,72.17738556576869,7625581
584,GCF_007827595.1,Streptomyces sp.,1,BK340,Scaffold,not validly described,No,225,199,245,100.0,1.43,0.0,9241,0,71.05276439619249,10322851
585,GCF_007828695.1,Streptomyces sp.,1,T12,Scaffold,not validly described,No,226,200,246,100.0,0.43,0.0,7061,0,72.01608180577536,7803850
586,GCF_007829875.1,Streptomyces capillispiralis,6,DSM 41695,Contig,correct name,Yes,227,201,247,100.0,0.06,0.0,7191,0,72.5290855559092,8432708
587,GCF_007896895.1,Streptomyces misionensis,6,66,Scaffold,correct name,No,37,65,92,98.28,0.45,0.0,7616,0,71.6071157885619,8312220
588,GCF_007896905.1,Streptomyces albidoflavus,5,77,Scaffold,correct name,No,3,57,79,99.89,1.17,80.0,6502,0,73.17744464402625,7446125
589,GCF_008016805.1,Streptomyces lavendulae,1,YAKB-15,Scaffold,correct name,No,95,123,169,100.0,1.07,50.0,7043,0,72.17302085848387,7769884
590,GCF_008039505.1,Streptomyces sp.,1,IB2014 016-6,Contig,not validly described,No,228,202,248,99.84,0.51,0.0,7503,0,70.67954736371634,8466312
591,GCF_008042065.1,Streptomyces sp.,1,gb1(2016),Scaffold,not validly described,No,36,64,91,99.49,0.35,100.0,7309,0,71.18273376252067,7874883
592,GCF_008042145.1,Streptomyces sp.,1,adm13(2018),Scaffold,not validly described,No,34,62,87,98.39,2.43,0.0,7389,0,72.30933320132617,7918762
593,GCF_008086975.1,Streptomyces sp.,1,WAC5950 substr. delta orf15 pCRISPomyces,Scaffold,not validly described,No,10,4,12,99.4,0.58,0.0,6627,0,72.26310285484206,6857227
594,GCF_008087005.1,Streptomyces sp.,1,WAC01526,Contig,not validly described,No,8,106,143,99.84,1.19,0.0,8405,0,70.76920099159845,9351366
595,GCF_008180165.1,Streptomyces parvus,1,C05,Contig,correct name,No,2,37,53,99.28,0.88,66.67,8016,0,71.372052999073,8755172
596,GCF_008632535.1,Streptomyces parvus,1,NRRL B-1455,Scaffold,correct name,Yes,2,37,53,99.84,1.14,0.0,7347,0,71.56790631766702,7985796
596,GCF_014648875.1,Streptomyces parvus,1,JCM 4069,Scaffold,correct name,Yes,2,37,53,99.84,0.79,0.0,7158,0,71.60625540206958,8032801
597,GCF_014654895.1,Streptomyces filamentosus,1,JCM 4122,Contig,correct name,Yes,229,45,66,99.93,1.96,20.0,8087,0,73.12683717812605,8845427
597,GCF_008634015.1,Streptomyces filamentosus,3,ATCC 23958,Contig,correct name,Yes,229,45,66,99.93,1.8,25.0,7138,0,73.56197590803878,7875407
598,GCF_008634025.1,Streptomyces albofaciens,3,ATCC 23873,Contig,correct name,Yes,62,203,249,99.64,1.88,0.0,7861,0,72.31519373754067,9252595
599,GCF_008639045.1,Streptomyces venezuelae,7,ATCC 21113,Complete Genome,correct name,No,20,41,61,99.49,0.85,0.0,7018,0,72.53573467693582,7893803
600,GCF_008642275.1,Streptomyces venezuelae,6,ATCC 21018,Complete Genome,correct name,No,9,117,161,99.84,0.97,11.11,6838,0,72.13719847250294,7746267
601,GCF_008642375.1,Streptomyces venezuelae,1,ATCC 15068,Complete Genome,correct name,No,230,204,250,99.75,1.1,0.0,7696,0,71.92355356884542,8558202
602,GCF_008704515.1,Streptomyces viridosporus,1,ATCC 39115,Complete Genome,correct name,No,4,69,100,99.89,0.7,66.67,6473,0,72.55647111696172,7280536
603,GCF_008704575.1,Streptomyces galilaeus,1,ATCC 14969,Complete Genome,synonym,Yes,57,88,124,100.0,0.0,0.0,6954,0,71.44011611880775,7756194
604,GCF_008704715.1,Streptomyces chartreusis,6,ATCC 14922,Complete Genome,correct name,Yes,19,32,47,100.0,0.14,0.0,8689,0,70.99117664090892,9912098
604,GCF_014650315.1,Streptomyces chartreusis,1,JCM 4570,Scaffold,correct name,Yes,19,32,47,100.0,0.14,0.0,8900,0,70.98220843753624,10088490
605,GCF_008704995.1,Streptomyces nodosus,5,ATCC 14899,Complete Genome,correct name,Yes,49,78,111,99.89,1.93,0.0,6836,0,70.87869199791524,7772587
605,GCF_014205035.1,Streptomyces nodosus,5,DSM 40109,Contig,correct name,Yes,49,78,111,99.89,1.93,0.0,6843,0,70.8733522672433,7791312
605,GCF_017352335.1,Streptomyces nodosus,5,ZJB2016050,Complete Genome,correct name,No,49,78,111,99.89,1.93,0.0,6666,0,70.91886308517125,7621081
606,GCF_008705135.1,Streptomyces coeruleorubidus,1,ATCC 13740,Complete Genome,correct name,Yes,231,205,251,100.0,0.0,0.0,8424,0,71.0874109252463,9335698
607,GCF_008705255.1,Streptomyces venezuelae,7,ATCC 10595,Complete Genome,correct name,No,20,41,61,99.49,1.06,0.0,6966,0,72.53468216904572,7871480
608,GCF_008973465.1,Streptomyces sp.,1,SS1-1,Contig,not validly described,No,232,206,252,99.57,0.32,0.0,7119,0,72.1608013454021,7815656
609,GCF_009208535.1,Streptomyces mobaraensis,1,US-43,Contig,correct name,No,70,97,134,98.84,2.1,0.0,6990,0,73.11845714176356,7890187
610,GCF_009299385.1,Streptomyces cinereoruber,4,ATCC 19740,Complete Genome,correct name,Yes,54,85,120,99.93,0.86,25.0,6731,0,72.89221318214545,7516652
610,GCF_011758705.1,Streptomyces cinereoruber,4,DSM 41512,Contig,correct name,Yes,54,85,120,99.69,1.31,57.14,6685,0,72.91704998271817,7473163
610,GCF_014197485.1,Streptomyces cinereoruber,1,NRRL ISP-5012,Scaffold,correct name,Yes,54,85,120,99.93,0.51,0.0,6709,0,72.96627479898616,7463914
611,GCF_009377175.1,Streptomyces adustus,1,NBRC 109810,Contig,correct name,Yes,233,207,253,99.89,2.65,0.0,9190,0,71.19898347064205,10226955
612,GCF_009604455.1,Streptomyces sp.,1,RB17,Scaffold,not validly described,No,234,208,254,100.0,0.0,0.0,9005,0,71.02240514489499,9752269
613,GCF_009739225.1,Streptomyces sp.,1,Z38,Scaffold,not validly described,No,15,20,34,99.57,0.21,0.0,6811,0,72.37552334609246,7319726
614,GCF_009811575.1,Streptomyces glebosus,7,NBRC 13786,Contig,no record in LPSN entry,Yes,2,40,58,99.91,0.59,0.0,7385,0,71.0800540648297,8442457
614,GCF_014656235.1,Streptomyces glebosus,1,JCM 4954,Scaffold,no record in LPSN entry,Yes,2,40,58,99.91,0.59,0.0,7402,0,71.12096371349497,8393947
615,GCF_009829585.1,Streptomyces tendae,1,UTMC 3329,Scaffold,correct name,No,4,68,101,100.0,1.13,0.0,7723,0,72.10369038726093,8653184
616,GCF_009832925.1,Streptomyces sp.,2,Tu 2975,Complete Genome,not validly described,No,39,67,95,98.91,0.35,0.0,6850,0,71.0396852588241,7623788
617,GCF_009834105.1,Streptomyces sp.,4,GF20,Complete Genome,not validly described,No,3,57,79,99.89,0.79,0.0,6348,0,73.2519989708851,7311137
618,GCF_009834125.1,Streptomyces sp.,6,GS7,Complete Genome,not validly described,No,235,209,255,99.2,1.48,0.0,7928,0,71.5881327199418,9067183
619,GCF_009834145.1,Streptomyces sp.,6,HF10,Complete Genome,not validly described,No,236,210,256,99.14,0.06,0.0,7019,0,72.15447193033249,7906239
620,GCF_009852415.1,Streptomyces sp.,6,Tu 3180,Contig,not validly described,No,237,211,257,99.32,0.86,0.0,7493,0,72.9708712093927,8634962
621,GCF_009857135.1,Streptomyces sp.,5,HM190,Complete Genome,not validly described,No,238,212,258,100.0,0.43,0.0,6621,0,71.97548933854759,7762826
622,GCF_900091985.1,Streptomyces sp.,1,DconLS,Contig,not validly described,No,6,90,127,99.2,0.46,0.0,7980,0,71.48026018267872,8568595
622,GCF_900091975.1,Streptomyces sp.,1,LamerLS-31b,Contig,not validly described,No,6,90,127,99.89,0.46,0.0,7707,0,71.57909951562128,8516683
622,GCF_009862025.1,Streptomyces sp.,1,SID4946,Contig,not validly described,No,6,90,127,99.2,0.46,0.0,8053,0,71.48467653723628,8599166
623,GCF_009862355.1,Streptomyces sp.,1,SID7834,Contig,not validly described,No,1,2,3,85.85,6.1,94.12,6860,0,70.9488650946319,7336691
624,GCF_900091765.1,Streptomyces sp.,1,PalvLS-984,Contig,not validly described,No,2,38,54,99.67,0.57,0.0,6290,0,72.13738097441886,7098159
624,GCF_009862465.1,Streptomyces sp.,1,SID4941,Contig,not validly described,No,2,38,54,99.67,0.57,0.0,6333,0,72.13633430295036,7123431
625,GCF_009862505.1,Streptomyces sp.,1,SID7805,Contig,not validly described,No,30,58,80,99.64,3.19,0.0,7426,0,71.68408621865674,8676266
626,GCF_009862625.1,Streptomyces sp.,1,SID69,Contig,not validly described,No,95,123,169,99.36,0.11,0.0,7545,0,72.39829852996816,7987446
627,GCF_009862685.1,Streptomyces sp.,2,SID685,Contig,not validly described,No,6,90,127,98.25,6.54,100.0,9134,0,71.39982984959303,8811028
628,GCF_009862765.1,Streptomyces sp.,1,SID6137,Contig,not validly described,No,6,90,127,94.54,17.67,90.91,8218,0,71.69044439283445,8125041
629,GCF_009863035.1,Streptomyces sp.,1,SID4982,Contig,not validly described,No,56,87,123,99.57,1.36,33.33,6532,0,71.8622845353138,6265992
630,GCF_009863125.1,Streptomyces sp.,1,SID4936,Contig,not validly described,No,59,89,125,99.93,2.79,0.0,8219,0,70.97059002585705,9346387
630,GCF_900091725.1,Streptomyces sp.,1,DvalAA-43,Contig,not validly described,No,59,89,125,99.93,2.79,0.0,8183,0,70.97690761189483,9324761
631,GCF_009863145.1,Streptomyces sp.,1,SID4937,Contig,not validly described,No,2,37,59,99.84,0.88,40.0,7002,0,71.54155446220113,7839483
631,GCF_900091775.1,Streptomyces sp.,1,ScaeMP-e83,Contig,not validly described,No,2,37,59,99.84,0.88,40.0,6995,0,71.54420889751117,7833966
632,GCF_900091885.1,Streptomyces sp.,1,ScaeMP-6W,Contig,not validly described,No,3,57,79,99.46,0.57,0.0,6262,0,73.30901070367875,7163425
633,GCF_009864905.1,Streptomyces sp.,1,SID8378,Scaffold,not validly described,No,2,37,53,99.84,0.29,0.0,7457,0,71.47917448134577,8317680
633,GCF_900187925.1,Streptomyces sp.,1,PgraA7,Scaffold,not validly described,No,2,37,53,99.84,0.29,0.0,7460,0,71.47917448134577,8317680
634,GCF_009865205.1,Streptomyces sp.,1,SID2999,Contig,not validly described,No,52,83,117,99.89,2.5,33.33,6241,0,71.93268007766882,6339223
635,GCF_900091785.1,Streptomyces sp.,1,BvitLS-983,Contig,not validly described,No,3,57,79,99.39,0.14,0.0,6570,0,73.21959401241429,7282735
636,GCF_009865475.1,Streptomyces sp.,1,SID2888,Contig,not validly described,No,49,78,111,98.61,3.36,6.67,7307,0,70.8733133552242,7876955
637,GCF_009865505.1,Streptomyces sp.,1,SID2119,Contig,not validly described,No,1,1,4,98.02,2.81,65.0,8183,0,71.37731297543651,7657831
638,GCF_009865565.1,Streptomyces sp.,1,SID1046,Contig,not validly described,No,76,101,138,99.58,0.99,14.29,8221,0,71.77105808043643,8643048
639,GCF_009865595.1,Streptomyces sp.,1,SID1328,Contig,not validly described,No,52,83,117,96.57,7.48,86.36,7118,0,71.47101061705328,6910392
640,GCF_009872515.1,Streptomyces sp.,1,SID5770,Contig,not validly described,No,239,213,259,98.96,2.5,88.89,7746,0,72.78012557756568,7934379
641,GCF_009872555.1,Streptomyces sp.,1,SID5643,Contig,not validly described,No,14,16,28,100.0,0.0,0.0,7977,0,71.5141412527273,8617023
642,GCF_009872565.1,Streptomyces sp.,1,SID5614,Contig,not validly described,No,2,37,52,99.31,0.7,100.0,6905,0,71.8948183271456,7422738
643,GCF_010119355.1,Streptomyces sp.,1,TR1341,Contig,not validly described,No,6,90,127,99.89,1.11,0.0,7616,0,71.83512275251299,8502107
644,GCF_017979945.1,Streptomyces sp.,7,604F,Scaffold,not validly described,No,3,57,79,99.89,0.14,0.0,6001,0,73.01176271473301,6912945
644,GCF_010523235.1,Streptomyces sp.,6,604F,Complete Genome,not validly described,No,3,57,79,99.89,0.14,0.0,6172,0,73.00143237159811,7086150
645,GCF_010548045.1,Streptomyces anulatus,1,SID10689,Contig,correct name,No,1,1,2,99.84,0.25,100.0,7316,0,71.75101915701414,8286260
646,GCF_010548165.1,Streptomyces cyaneofuscatus,1,SID10855,Contig,correct name,No,1,1,4,99.84,0.44,33.33,7003,0,71.65749135805102,7879299
647,GCF_010548175.1,Streptomyces halstedii,1,SID11342,Contig,correct name,No,2,38,54,98.79,1.2,14.29,7342,0,71.60357851457746,7840907
648,GCF_010548375.1,Streptomyces sp.,1,SID13726,Contig,not validly described,No,240,214,260,99.89,3.72,3.85,10145,0,71.01283397881669,10943995
649,GCF_010548385.1,Streptomyces coelicoflavus,1,SID14163,Contig,correct name,No,18,30,45,99.14,0.43,0.0,7904,0,71.95347158196873,7950410
